38,36,26,32,12,22,22,37,33,8,56,21,11,43,60,48,11,23,40,7,7,22,14,18,2,38,22,19,36,2,60,43,40,2,2,28,44,2.0
21,25,15,23,17,19,33,14,1,4,26,12,43,21,8,2,23,35,14,2,12,18,10,22,40,15,33,11,2,5,37,13,26,4,5,31,23,2.0
